,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,AM1,AM2,AM3,AM4,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
87,2000-10-15,Derby,Liverpool,0,4,NH,14,12,19,13,0.555555555556,1.33333333333,L,D,L,D,L,D,D,W,16.0,4.0,9.0,LDLD,LDDW,2,5,0,0,0,0,0,0,0,0,-0.555555555556,-0.111111111111,-0.777777777778,-0.333333333333,12.0
88,2000-10-16,Middlesbrough,Newcastle,1,3,NH,14,8,12,7,1.11111111111,1.44444444444,W,D,D,L,W,L,L,D,12.0,11.0,9.0,WDDL,WLLD,5,4,0,0,0,0,0,0,0,0,0.222222222222,0.111111111111,-0.333333333333,0.111111111111,1.0
89,2000-10-21,Bradford,Ipswich,0,2,NH,4,11,12,10,0.666666666667,1.22222222222,D,L,L,D,W,D,W,L,17.0,20.0,9.0,DLLD,WDWL,2,7,0,0,0,0,0,0,0,0,-0.888888888889,0.111111111111,-0.555555555556,-0.555555555556,-3.0
90,2000-10-21,Charlton,Middlesbrough,1,0,H,15,15,16,15,1.2,1.0,L,D,W,W,L,W,D,D,20.0,12.0,10.0,LDWW,LWDD,7,5,0,0,0,0,0,0,0,0,-0.1,0.0,0.2,0.2,8.0
91,2000-10-21,Chelsea,Coventry,6,1,H,13,10,13,15,1.0,1.1,L,W,D,L,W,D,L,L,5.0,14.0,10.0,LWDL,WDLL,4,4,0,0,0,0,0,0,0,0,0.0,-0.5,-0.1,0.0,-9.0
92,2000-10-21,Liverpool,Leicester,1,0,H,16,7,13,5,1.5,1.6,W,L,D,D,L,D,D,W,4.0,8.0,10.0,WLDD,LDDW,5,5,0,0,0,0,0,0,0,0,0.3,0.2,-0.1,0.0,-4.0
93,2000-10-21,Man United,Leeds,3,0,H,23,14,8,13,1.8,1.4,W,L,D,W,L,W,W,D,1.0,3.0,10.0,WLDW,LWWD,7,7,0,0,0,0,0,0,0,0,1.5,0.1,0.4,0.0,-2.0
94,2000-10-21,Newcastle,Everton,0,1,NH,11,12,8,16,1.6,0.9,W,W,L,L,D,L,D,L,11.0,13.0,10.0,WWLL,DLDL,6,2,0,0,0,0,0,0,0,0,0.3,-0.4,0.7,0.4,-2.0
95,2000-10-21,Tottenham,Derby,3,1,H,12,14,13,23,1.1,0.5,L,L,D,L,L,L,D,L,10.0,16.0,10.0,LLDL,LLDL,1,1,0,0,0,0,0,0,0,0,-0.1,-0.9,0.6,0.0,-6.0
96,2000-10-21,West Ham,Arsenal,1,2,NH,11,15,12,9,0.8,1.8,D,D,W,D,W,W,D,W,9.0,2.0,10.0,DDWD,WWDW,6,10,0,0,0,0,0,0,0,0,-0.1,0.6,-1.0,-0.4,7.0
97,2000-10-22,Aston Villa,Sunderland,0,0,NH,11,8,8,11,1.3,1.2,D,L,W,D,W,D,D,W,6.0,7.0,10.0,DLWD,WDDW,5,8,0,0,0,0,0,0,0,0,0.3,-0.3,0.1,-0.3,-1.0
98,2000-10-23,Southampton,Man City,0,2,NH,12,12,13,14,1.0,1.1,D,L,W,W,W,L,D,D,15.0,20.0,10.0,DLWW,WLDD,7,5,0,0,0,0,0,0,0,0,-0.1,-0.2,-0.1,0.2,-5.0
99,2000-10-28,Arsenal,Man City,5,0,H,15,12,9,14,1.8,1.1,W,W,D,W,W,L,D,D,2.0,20.0,10.0,WWDW,WLDD,10,5,0,0,0,0,0,0,0,0,0.6,-0.2,0.7,0.5,-18.0
100,2000-10-28,Aston Villa,Charlton,2,1,H,13,16,9,16,1.45454545455,1.36363636364,W,D,L,W,W,L,D,W,6.0,20.0,11.0,WDLW,WLDW,7,7,0,0,0,0,0,0,0,0,0.363636363636,0.0,0.0909090909091,0.0,-14.0
