,date,HomeTeam,AwayTeam,team,coordinate,score
0,2014-08-30,Chievo,Juventus,away,81.8182,6.8
1,2014-08-30,Chievo,Juventus,away,63.6364,8.2
2,2014-08-30,Chievo,Juventus,away,40.9091,6.9
3,2014-08-30,Chievo,Juventus,away,40.9091,7.6
4,2014-08-30,Chievo,Juventus,away,40.9091,7.6
5,2014-08-30,Chievo,Juventus,away,40.9091,7.2
6,2014-08-30,Chievo,Juventus,away,40.9091,7.6
7,2014-08-30,Chievo,Juventus,away,18.1818,7.7
8,2014-08-30,Chievo,Juventus,away,18.1818,7.4
9,2014-08-30,Chievo,Juventus,away,18.1818,7.3
10,2014-08-30,Chievo,Juventus,away,0,7.4
11,2014-08-30,Chievo,Juventus,home,81.8182,5.9
12,2014-08-30,Chievo,Juventus,home,63.6364,7.1
13,2014-08-30,Chievo,Juventus,home,63.6364,6.4
14,2014-08-30,Chievo,Juventus,home,45.4545,6.2
15,2014-08-30,Chievo,Juventus,home,45.4545,7.5
16,2014-08-30,Chievo,Juventus,home,45.4545,6.1
17,2014-08-30,Chievo,Juventus,home,22.7273,6.3
18,2014-08-30,Chievo,Juventus,home,22.7273,7.6
19,2014-08-30,Chievo,Juventus,home,22.7273,7.5
20,2014-08-30,Chievo,Juventus,home,22.7273,6.6
21,2014-08-30,Chievo,Juventus,home,0,6.5
22,2014-08-30,Roma,Fiorentina,away,81.8182,6.5
23,2014-08-30,Roma,Fiorentina,away,81.8182,6.0
24,2014-08-30,Roma,Fiorentina,away,54.5455,6.5
25,2014-08-30,Roma,Fiorentina,away,54.5455,5.9
26,2014-08-30,Roma,Fiorentina,away,54.5455,6.5
27,2014-08-30,Roma,Fiorentina,away,54.5455,5.8
28,2014-08-30,Roma,Fiorentina,away,22.7273,7.4
29,2014-08-30,Roma,Fiorentina,away,22.7273,6.8
30,2014-08-30,Roma,Fiorentina,away,22.7273,6.4
31,2014-08-30,Roma,Fiorentina,away,22.7273,6.4
32,2014-08-30,Roma,Fiorentina,away,0,6.2
33,2014-08-30,Roma,Fiorentina,home,77.2727,8.3
34,2014-08-30,Roma,Fiorentina,home,77.2727,6.5
35,2014-08-30,Roma,Fiorentina,home,77.2727,7.3
36,2014-08-30,Roma,Fiorentina,home,50,7.5
37,2014-08-30,Roma,Fiorentina,home,50,8.5
38,2014-08-30,Roma,Fiorentina,home,50,9.8
39,2014-08-30,Roma,Fiorentina,home,22.7273,6.7
40,2014-08-30,Roma,Fiorentina,home,22.7273,6.9
41,2014-08-30,Roma,Fiorentina,home,22.7273,7.2
42,2014-08-30,Roma,Fiorentina,home,22.7273,7.3
43,2014-08-30,Roma,Fiorentina,home,0,7.4
44,2014-08-31,Atalanta,Verona,away,77.2727,6.8
45,2014-08-31,Atalanta,Verona,away,77.2727,6.5
46,2014-08-31,Atalanta,Verona,away,77.2727,6.3
47,2014-08-31,Atalanta,Verona,away,50,6.5
48,2014-08-31,Atalanta,Verona,away,50,6.9
49,2014-08-31,Atalanta,Verona,away,50,6.8
50,2014-08-31,Atalanta,Verona,away,22.7273,7.5
51,2014-08-31,Atalanta,Verona,away,22.7273,7.7
52,2014-08-31,Atalanta,Verona,away,22.7273,6.9
53,2014-08-31,Atalanta,Verona,away,22.7273,6.7
54,2014-08-31,Atalanta,Verona,away,0,6.5
55,2014-08-31,Atalanta,Verona,home,81.8182,6.3
56,2014-08-31,Atalanta,Verona,home,59.0909,6.5
57,2014-08-31,Atalanta,Verona,home,45.4545,7.0
58,2014-08-31,Atalanta,Verona,home,45.4545,7.7
59,2014-08-31,Atalanta,Verona,home,45.4545,7.5
60,2014-08-31,Atalanta,Verona,home,45.4545,6.9
61,2014-08-31,Atalanta,Verona,home,22.7273,7.3
62,2014-08-31,Atalanta,Verona,home,22.7273,6.9
63,2014-08-31,Atalanta,Verona,home,22.7273,7.6
64,2014-08-31,Atalanta,Verona,home,22.7273,6.9
65,2014-08-31,Atalanta,Verona,home,0,7.4
66,2014-08-31,AC Milan,Lazio,away,77.2727,6.4
67,2014-08-31,AC Milan,Lazio,away,77.2727,5.8
68,2014-08-31,AC Milan,Lazio,away,77.2727,6.6
69,2014-08-31,AC Milan,Lazio,away,50,6.9
70,2014-08-31,AC Milan,Lazio,away,50,6.6
