,date,HomeTeam,AwayTeam,team,coordinate,score
0,2011-09-09,AC Milan,Lazio,away,63.6364,6.1
1,2011-09-09,AC Milan,Lazio,away,81.8182,7.6
2,2011-09-09,AC Milan,Lazio,away,63.6364,7.9
3,2011-09-09,AC Milan,Lazio,away,45.4545,6.8
4,2011-09-09,AC Milan,Lazio,away,63.6364,7.7
5,2011-09-09,AC Milan,Lazio,away,22.7273,7.5
6,2011-09-09,AC Milan,Lazio,away,22.7273,7.0
7,2011-09-09,AC Milan,Lazio,away,22.7273,6.7
8,2011-09-09,AC Milan,Lazio,away,45.4545,6.8
9,2011-09-09,AC Milan,Lazio,away,22.7273,7.2
10,2011-09-09,AC Milan,Lazio,away,0,7.1
11,2011-09-09,AC Milan,Lazio,home,81.8182,8.7
12,2011-09-09,AC Milan,Lazio,home,63.6364,6.9
13,2011-09-09,AC Milan,Lazio,home,45.4545,7.2
14,2011-09-09,AC Milan,Lazio,home,81.8182,8.1
15,2011-09-09,AC Milan,Lazio,home,45.4545,5.9
16,2011-09-09,AC Milan,Lazio,home,22.7273,7.3
17,2011-09-09,AC Milan,Lazio,home,22.7273,6.6
18,2011-09-09,AC Milan,Lazio,home,22.7273,7.1
19,2011-09-09,AC Milan,Lazio,home,45.4545,6.7
20,2011-09-09,AC Milan,Lazio,home,22.7273,6.3
21,2011-09-09,AC Milan,Lazio,home,0,5.9
22,2011-09-10,Cesena,Napoli,away,68.1818,6.4
23,2011-09-10,Cesena,Napoli,away,81.8182,6.9
24,2011-09-10,Cesena,Napoli,away,68.1818,7.4
25,2011-09-10,Cesena,Napoli,away,22.7273,6.8
26,2011-09-10,Cesena,Napoli,away,45.4545,6.7
27,2011-09-10,Cesena,Napoli,away,45.4545,7.1
28,2011-09-10,Cesena,Napoli,away,22.7273,9.3
29,2011-09-10,Cesena,Napoli,away,45.4545,7.6
30,2011-09-10,Cesena,Napoli,away,22.7273,6.6
31,2011-09-10,Cesena,Napoli,away,45.4545,7.3
32,2011-09-10,Cesena,Napoli,away,0,6.6
33,2011-09-10,Cesena,Napoli,home,77.2727,7.2
34,2011-09-10,Cesena,Napoli,home,77.2727,7.3
35,2011-09-10,Cesena,Napoli,home,77.2727,7.2
36,2011-09-10,Cesena,Napoli,home,50,6.5
37,2011-09-10,Cesena,Napoli,home,50,7.3
38,2011-09-10,Cesena,Napoli,home,22.7273,5.8
39,2011-09-10,Cesena,Napoli,home,22.7273,6.6
40,2011-09-10,Cesena,Napoli,home,22.7273,6.8
41,2011-09-10,Cesena,Napoli,home,50,6.1
42,2011-09-10,Cesena,Napoli,home,22.7273,6.8
43,2011-09-10,Cesena,Napoli,home,0,6.0
44,2011-09-11,Juventus,Parma,away,45.4545,5.9
45,2011-09-11,Juventus,Parma,away,59.0909,6.9
46,2011-09-11,Juventus,Parma,away,81.8182,6.0
47,2011-09-11,Juventus,Parma,away,45.4545,6.4
48,2011-09-11,Juventus,Parma,away,22.7273,6.5
49,2011-09-11,Juventus,Parma,away,45.4545,6.4
50,2011-09-11,Juventus,Parma,away,22.7273,5.5
51,2011-09-11,Juventus,Parma,away,45.4545,6.0
52,2011-09-11,Juventus,Parma,away,22.7273,6.5
53,2011-09-11,Juventus,Parma,away,22.7273,7.0
54,2011-09-11,Juventus,Parma,away,0,5.8
55,2011-09-11,Juventus,Parma,home,81.8182,6.5
56,2011-09-11,Juventus,Parma,home,54.5455,6.6
57,2011-09-11,Juventus,Parma,home,81.8182,7.3
58,2011-09-11,Juventus,Parma,home,22.7273,7.3
59,2011-09-11,Juventus,Parma,home,54.5455,8.5
60,2011-09-11,Juventus,Parma,home,54.5455,8.5
61,2011-09-11,Juventus,Parma,home,22.7273,7.1
62,2011-09-11,Juventus,Parma,home,22.7273,5.9
63,2011-09-11,Juventus,Parma,home,54.5455,7.9
64,2011-09-11,Juventus,Parma,home,22.7273,7.8
65,2011-09-11,Juventus,Parma,home,0,6.2
66,2011-09-11,Lecce,Udinese,away,40.9091,7.8
67,2011-09-11,Lecce,Udinese,away,63.6364,6.8
68,2011-09-11,Lecce,Udinese,away,81.8182,8.3
69,2011-09-11,Lecce,Udinese,away,40.9091,6.9
70,2011-09-11,Lecce,Udinese,away,40.9091,6.4
71,2011-09-11,Lecce,Udinese,away,18.1818,7.4
72,2011-09-11,Lecce,Udinese,away,18.1818,7.7
73,2011-09-11,Lecce,Udinese,away,40.9091,8.3
74,2011-09-11,Lecce,Udinese,away,18.1818,7.5
75,2011-09-11,Lecce,Udinese,away,40.9091,7.8
76,2011-09-11,Lecce,Udinese,away,0,7.4
77,2011-09-11,Lecce,Udinese,home,77.2727,6.3
78,2011-09-11,Lecce,Udinese,home,77.2727,7.2
79,2011-09-11,Lecce,Udinese,home,77.2727,5.9
80,2011-09-11,Lecce,Udinese,home,50,6.0
81,2011-09-11,Lecce,Udinese,home,22.7273,6.5
82,2011-09-11,Lecce,Udinese,home,50,6.1
83,2011-09-11,Lecce,Udinese,home,22.7273,6.3
84,2011-09-11,Lecce,Udinese,home,50,6.6
85,2011-09-11,Lecce,Udinese,home,22.7273,8.8
86,2011-09-11,Lecce,Udinese,home,22.7273,6.3
87,2011-09-11,Lecce,Udinese,home,0,6.4
88,2011-09-11,Chievo,Novara,away,81.8182,6.3
89,2011-09-11,Chievo,Novara,away,63.6364,7.9
90,2011-09-11,Chievo,Novara,away,45.4545,6.0
91,2011-09-11,Chievo,Novara,away,81.8182,6.6
92,2011-09-11,Chievo,Novara,away,45.4545,7.7
93,2011-09-11,Chievo,Novara,away,22.7273,6.3
94,2011-09-11,Chievo,Novara,away,22.7273,7.5
95,2011-09-11,Chievo,Novara,away,45.4545,7.7
96,2011-09-11,Chievo,Novara,away,22.7273,6.5
97,2011-09-11,Chievo,Novara,away,22.7273,6.4
98,2011-09-11,Chievo,Novara,away,0,6.4
99,2011-09-11,Chievo,Novara,home,63.6364,6.6
100,2011-09-11,Chievo,Novara,home,81.8182,9.2
