,date,HomeTeam,AwayTeam,team,coordinate,score
0,2013-08-24,Verona,AC Milan,away,77.2727,6.9
1,2013-08-24,Verona,AC Milan,away,77.2727,7.3
2,2013-08-24,Verona,AC Milan,away,77.2727,6.0
3,2013-08-24,Verona,AC Milan,away,50,7.6
4,2013-08-24,Verona,AC Milan,away,50,6.4
5,2013-08-24,Verona,AC Milan,away,50,6.6
6,2013-08-24,Verona,AC Milan,away,22.7273,6.5
7,2013-08-24,Verona,AC Milan,away,22.7273,7.3
8,2013-08-24,Verona,AC Milan,away,22.7273,7.4
9,2013-08-24,Verona,AC Milan,away,22.7273,6.1
10,2013-08-24,Verona,AC Milan,away,0,7.3
11,2013-08-24,Verona,AC Milan,home,77.2727,7.3
12,2013-08-24,Verona,AC Milan,home,77.2727,9.0
13,2013-08-24,Verona,AC Milan,home,77.2727,7.7
14,2013-08-24,Verona,AC Milan,home,50,6.9
15,2013-08-24,Verona,AC Milan,home,50,8.2
16,2013-08-24,Verona,AC Milan,home,50,7.3
17,2013-08-24,Verona,AC Milan,home,22.7273,7.3
18,2013-08-24,Verona,AC Milan,home,22.7273,7.2
19,2013-08-24,Verona,AC Milan,home,22.7273,6.8
20,2013-08-24,Verona,AC Milan,home,22.7273,6.5
21,2013-08-24,Verona,AC Milan,home,0,7.2
22,2013-08-24,Sampdoria,Juventus,away,81.8182,6.3
23,2013-08-24,Sampdoria,Juventus,away,81.8182,7.5
24,2013-08-24,Sampdoria,Juventus,away,54.5455,7.9
25,2013-08-24,Sampdoria,Juventus,away,54.5455,8.0
26,2013-08-24,Sampdoria,Juventus,away,54.5455,7.0
27,2013-08-24,Sampdoria,Juventus,away,54.5455,6.4
28,2013-08-24,Sampdoria,Juventus,away,54.5455,6.6
29,2013-08-24,Sampdoria,Juventus,away,22.7273,7.2
30,2013-08-24,Sampdoria,Juventus,away,22.7273,7.7
31,2013-08-24,Sampdoria,Juventus,away,22.7273,7.5
32,2013-08-24,Sampdoria,Juventus,away,0,6.8
33,2013-08-24,Sampdoria,Juventus,home,81.8182,6.3
34,2013-08-24,Sampdoria,Juventus,home,81.8182,6.5
35,2013-08-24,Sampdoria,Juventus,home,54.5455,6.8
36,2013-08-24,Sampdoria,Juventus,home,54.5455,6.9
37,2013-08-24,Sampdoria,Juventus,home,54.5455,6.1
38,2013-08-24,Sampdoria,Juventus,home,54.5455,6.3
39,2013-08-24,Sampdoria,Juventus,home,54.5455,7.3
40,2013-08-24,Sampdoria,Juventus,home,22.7273,7.1
41,2013-08-24,Sampdoria,Juventus,home,22.7273,6.5
42,2013-08-24,Sampdoria,Juventus,home,22.7273,6.9
43,2013-08-24,Sampdoria,Juventus,home,0,7.3
44,2013-08-25,Inter,Genoa,away,81.8182,5.9
45,2013-08-25,Inter,Genoa,away,63.6364,6.3
46,2013-08-25,Inter,Genoa,away,63.6364,6.4
47,2013-08-25,Inter,Genoa,away,45.4545,7.7
48,2013-08-25,Inter,Genoa,away,45.4545,6.6
49,2013-08-25,Inter,Genoa,away,45.4545,6.2
50,2013-08-25,Inter,Genoa,away,22.7273,6.9
51,2013-08-25,Inter,Genoa,away,22.7273,6.8
52,2013-08-25,Inter,Genoa,away,22.7273,6.9
53,2013-08-25,Inter,Genoa,away,22.7273,7.5
54,2013-08-25,Inter,Genoa,away,0,6.3
55,2013-08-25,Inter,Genoa,home,81.8182,8.0
56,2013-08-25,Inter,Genoa,home,63.6364,8.3
57,2013-08-25,Inter,Genoa,home,40.9091,6.7
58,2013-08-25,Inter,Genoa,home,40.9091,7.9
59,2013-08-25,Inter,Genoa,home,40.9091,6.5
60,2013-08-25,Inter,Genoa,home,40.9091,7.6
61,2013-08-25,Inter,Genoa,home,40.9091,7.5
62,2013-08-25,Inter,Genoa,home,18.1818,7.8
63,2013-08-25,Inter,Genoa,home,18.1818,6.9
64,2013-08-25,Inter,Genoa,home,18.1818,8.3
65,2013-08-25,Inter,Genoa,home,0,6.5
66,2013-08-25,Lazio,Udinese,away,81.8182,6.0
67,2013-08-25,Lazio,Udinese,away,68.1818,6.6
68,2013-08-25,Lazio,Udinese,away,68.1818,6.7
69,2013-08-25,Lazio,Udinese,away,45.4545,6.7
70,2013-08-25,Lazio,Udinese,away,45.4545,6.3
71,2013-08-25,Lazio,Udinese,away,45.4545,6.6
72,2013-08-25,Lazio,Udinese,away,45.4545,7.4
73,2013-08-25,Lazio,Udinese,away,22.7273,6.2
74,2013-08-25,Lazio,Udinese,away,22.7273,6.6
75,2013-08-25,Lazio,Udinese,away,22.7273,7.1
76,2013-08-25,Lazio,Udinese,away,0,6.3
77,2013-08-25,Lazio,Udinese,home,81.8182,7.2
78,2013-08-25,Lazio,Udinese,home,63.6364,7.0
79,2013-08-25,Lazio,Udinese,home,63.6364,7.3
80,2013-08-25,Lazio,Udinese,home,63.6364,8.5
81,2013-08-25,Lazio,Udinese,home,63.6364,7.8
82,2013-08-25,Lazio,Udinese,home,40.9091,7.1
83,2013-08-25,Lazio,Udinese,home,22.7273,6.8
84,2013-08-25,Lazio,Udinese,home,22.7273,6.2
85,2013-08-25,Lazio,Udinese,home,22.7273,7.4
86,2013-08-25,Lazio,Udinese,home,22.7273,7.6
87,2013-08-25,Lazio,Udinese,home,0,6.9
88,2013-08-25,Livorno,Roma,away,77.2727,7.7
89,2013-08-25,Livorno,Roma,away,77.2727,6.2
90,2013-08-25,Livorno,Roma,away,77.2727,8.6
91,2013-08-25,Livorno,Roma,away,50,7.0
92,2013-08-25,Livorno,Roma,away,50,8.2
93,2013-08-25,Livorno,Roma,away,50,7.4
94,2013-08-25,Livorno,Roma,away,22.7273,7.3
95,2013-08-25,Livorno,Roma,away,22.7273,7.6
96,2013-08-25,Livorno,Roma,away,22.7273,7.4
97,2013-08-25,Livorno,Roma,away,22.7273,8.2
98,2013-08-25,Livorno,Roma,away,0,6.9
99,2013-08-25,Livorno,Roma,home,81.8182,6.1
100,2013-08-25,Livorno,Roma,home,81.8182,6.0
101,2013-08-25,Livorno,Roma,home,54.5455,6.2
